name,selling_price,km_driven,fuel,seller_type,transmission,owner,company,year_old_2023
XUV500 W8,650000,102000,Diesel,Individual,Manual,Second Owner,Mahindra,11
Bolero SLE,300000,178000,Diesel,Individual,Manual,Second Owner,Mahindra,14
Innova 2.5,1200000,200000,Diesel,Individual,Manual,Second Owner,Toyota,9
Fiesta Petrol,450000,60000,Petrol,Dealer,Manual,First Owner,Ford,11
Tiago 1.2,425000,3000,Petrol,Individual,Manual,First Owner,Tata,4
Alto LXi,150000,75118,Petrol,Individual,Manual,Second Owner,Maruti,17
Ritz LDi,290000,140000,Diesel,Individual,Manual,Second Owner,Maruti,10
Xcent 1.2,335000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,9
Optra 1.6,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,Chevrolet,17
Ikon 1.6,20000,25000,Petrol,Individual,Manual,Second Owner,Ford,18
Indigo LS,220000,70000,Diesel,Individual,Manual,Second Owner,Tata,11
Ikon 1.3,61000,4637,Petrol,Individual,Manual,Second Owner,Ford,18
Swift VDI,620000,70000,Diesel,Individual,Manual,First Owner,Maruti,7
Swift Dzire,425000,100000,Diesel,Individual,Manual,Second Owner,Maruti,9
Indica Vista,85000,120000,Diesel,Individual,Manual,Second Owner,Tata,14
Swift 1.3,270000,40000,Diesel,Individual,Manual,Second Owner,Maruti,8
Swift Vdi,180000,220000,Diesel,Individual,Manual,First Owner,Maruti,14
KUV 100,450000,30000,Petrol,Individual,Manual,First Owner,Mahindra,6
New Safari,450000,42655,Diesel,Individual,Manual,First Owner,Tata,11
KWID 1.0,250000,43000,Petrol,Individual,Manual,Second Owner,Renault,6
Innova 2.5,725000,70000,Diesel,Individual,Manual,First Owner,Toyota,11
i20 Magna,250000,55000,Petrol,Individual,Manual,First Owner,Hyundai,13
Punto 1.3,99000,80000,Diesel,Individual,Manual,Second Owner,Fiat,13
KWID 1.0,350000,55000,Petrol,Individual,Manual,First Owner,Renault,6
Xcent 1.2,511000,70000,Petrol,Individual,Manual,First Owner,Hyundai,5
Ritz VDi,300000,80000,Diesel,Individual,Manual,First Owner,Maruti,11
Q5 2.0,1100000,110000,Petrol,Individual,Automatic,First Owner,Audi,13
i10 Sportz,125000,60000,Petrol,Individual,Manual,Third Owner,Hyundai,13
Tiago 1.2,500000,30000,Petrol,Individual,Manual,First Owner,Tata,5
Duster 85PS,385000,80000,Diesel,Individual,Manual,Second Owner,Renault,10
Rapid 1.6,350000,90000,Petrol,Individual,Manual,First Owner,Skoda,11
800 Std,60000,50000,Petrol,Individual,Manual,First Owner,Maruti,20
Santro Xing,300000,50000,Petrol,Individual,Manual,First Owner,Hyundai,11
i20 1.4,400000,70000,Diesel,Individual,Manual,First Owner,Hyundai,11
Ecosport 1.5,550000,110000,Diesel,Individual,Manual,First Owner,Ford,9
Sunny XL,300000,80000,Petrol,Individual,Manual,Second Owner,Nissan,11
Swift VDI,250000,156000,Diesel,Individual,Manual,First Owner,Maruti,11
Innova 2.5,800000,180000,Diesel,Individual,Manual,First Owner,Toyota,11
Eeco 5,300000,25000,Petrol,Individual,Manual,First Owner,Maruti,5
Alto LX,80000,120000,Petrol,Individual,Manual,First Owner,Maruti,19
Scorpio S5,1200000,11000,Diesel,Individual,Manual,First Owner,Mahindra,3
KWID AMT,355000,40000,Petrol,Individual,Automatic,First Owner,Renault,6
Swift Dzire,520000,50000,Diesel,Individual,Manual,First Owner,Maruti,8
Verna 1.6,500000,26000,Diesel,Individual,Manual,First Owner,Hyundai,11
Alto LXi,114999,30000,Petrol,Individual,Manual,First Owner,Maruti,15
Fortuner 4x2,1800000,50000,Diesel,Individual,Manual,First Owner,Toyota,9
TUV 300,800000,20000,Diesel,Individual,Manual,First Owner,Mahindra,5
Alto LXi,105000,30000,Petrol,Individual,Manual,Second Owner,Maruti,15
Alto LXi,135000,78000,Petrol,Individual,Manual,First Owner,Maruti,12
Wagon R,170000,40000,Petrol,Individual,Manual,Second Owner,Maruti,12
Verna 1.6,550000,100000,Petrol,Individual,Manual,First Owner,Hyundai,9
City 1.5,250000,70000,Petrol,Individual,Manual,Third Owner,Honda,14
Elantra CRDi,650000,30000,Diesel,Individual,Manual,Second Owner,Hyundai,9
City 1.5,210000,77000,Petrol,Individual,Automatic,Third Owner,Honda,15
Vento Diesel,260000,150000,Diesel,Individual,Manual,First Owner,Volkswagen,12
Swift Dzire,750000,69000,Diesel,Individual,Manual,First Owner,Maruti,7
Innova Crysta,1350000,120000,Diesel,Individual,Automatic,First Owner,Toyota,7
Ritz VDi,220000,120000,Diesel,Individual,Manual,Second Owner,Maruti,11
Getz 1.3,110000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,15
XUV500 AT,1230000,70000,Diesel,Individual,Automatic,First Owner,Mahindra,6
Quanto C6,220000,110000,Diesel,Individual,Manual,First Owner,Mahindra,10
Indigo LX,130000,50000,Diesel,Individual,Manual,First Owner,Tata,14
i20 1.2,330000,44000,Petrol,Individual,Manual,First Owner,Hyundai,11
City 1.5,254999,90000,Petrol,Individual,Manual,Second Owner,Honda,13
Verna 1.6,600000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,9
i10 Magna,210000,50000,Petrol,Individual,Manual,First Owner,Hyundai,11
Enjoy TCDi,300000,146000,Diesel,Individual,Manual,First Owner,Chevrolet,9
Tiago 1.2,426000,15000,Petrol,Individual,Automatic,First Owner,Tata,5
Alto K10,265000,60000,Petrol,Individual,Manual,First Owner,Maruti,8
Xcent 1.2,450000,35000,Petrol,Individual,Manual,Second Owner,Hyundai,7
Verna 1.6,480000,80000,Diesel,Individual,Manual,First Owner,Hyundai,11
Nano Lx,40000,90000,Petrol,Individual,Manual,First Owner,Tata,13
City 1.5,395000,70000,Petrol,Individual,Manual,Second Owner,Honda,12
Wagon R,229999,62000,Petrol,Individual,Manual,Second Owner,Maruti,10
Ecosport 1.5,875000,10000,Petrol,Individual,Automatic,First Owner,Ford,5
Eeco 5,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,Maruti,13
i20 Sportz,500000,35000,Petrol,Individual,Manual,Second Owner,Hyundai,8
Ignis 1.2,450000,40000,Petrol,Individual,Manual,First Owner,Maruti,4
Ertiga VDI,550000,120000,Diesel,Individual,Manual,Third Owner,Maruti,11
Manza Aura,200000,60000,Petrol,Individual,Manual,First Owner,Tata,10
Indica GLS,80000,90000,Petrol,Individual,Manual,Second Owner,Tata,15
New Safari,300000,250000,Diesel,Individual,Manual,Second Owner,Tata,13
Aspire Titanium,675000,15000,Diesel,Individual,Manual,First Owner,Ford,4
Eeco 7,260000,30000,Petrol,Individual,Manual,First Owner,Maruti,6
Wagon R,70000,117000,Petrol,Individual,Manual,Second Owner,Maruti,22
Alto LX,100000,70000,Petrol,Individual,Manual,First Owner,Maruti,19
Innova 2.5,730000,110000,Diesel,Individual,Manual,Second Owner,Toyota,11
Terrano XL,525000,100000,Diesel,Individual,Manual,Second Owner,Nissan,7
Terrano XL,525000,105000,Diesel,Individual,Manual,Second Owner,Nissan,7
Innova 2.5,550000,182000,Diesel,Individual,Manual,Third Owner,Toyota,14
Corolla Altis,420000,95000,Diesel,Individual,Manual,Second Owner,Toyota,11
Amaze SX,500000,70000,Petrol,Individual,Manual,First Owner,Honda,8
Wagon R,165000,76000,Petrol,Individual,Manual,Second Owner,Maruti,14
Verna 1.6,650000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,9
Beat Diesel,195000,46000,Diesel,Individual,Manual,First Owner,Chevrolet,10
Zen LX,75000,70000,Petrol,Individual,Manual,First Owner,Maruti,24
Esteem Lxi,90000,90000,Petrol,Individual,Manual,First Owner,Maruti,17
Xcent 1.1,515000,50000,Diesel,Individual,Manual,First Owner,Hyundai,7
Jazz 1.5,700000,24585,Diesel,Dealer,Manual,Test Drive Car,Honda,6
Zen LX,62000,70000,Petrol,Individual,Manual,First Owner,Maruti,22
Etios GD,220000,110000,Diesel,Individual,Manual,Third Owner,Toyota,12
Santro Magna,520000,10000,CNG,Individual,Manual,First Owner,Hyundai,4
Linea Emotion,170000,100000,Petrol,Individual,Manual,First Owner,Fiat,13
Figo Diesel,190000,110000,Diesel,Individual,Manual,Second Owner,Ford,12
Figo Diesel,150000,100000,Diesel,Individual,Manual,Second Owner,Ford,12
Zen Estilo,125000,65000,Petrol,Individual,Manual,First Owner,Maruti,14
Amaze EX,290000,40000,Diesel,Individual,Manual,Third Owner,Honda,8
Celerio X,490000,13900,Petrol,Individual,Manual,First Owner,Maruti,4
Tigor 1.2,434999,17563,Petrol,Individual,Manual,First Owner,Tata,6
Zest Revotron,380000,15000,Petrol,Individual,Manual,First Owner,Tata,7
Polo Diesel,200000,82000,Diesel,Individual,Manual,Second Owner,Volkswagen,11
Figo 1.5D,495000,40000,Diesel,Individual,Manual,First Owner,Ford,7
Innova 2.5,894999,173000,Diesel,Individual,Manual,Third Owner,Toyota,9
XUV500 W6,600000,151000,Diesel,Individual,Manual,Second Owner,Mahindra,9
Brio S,300000,50000,Petrol,Individual,Manual,First Owner,Honda,8
Amaze E,430000,15000,Petrol,Individual,Manual,First Owner,Honda,6
Amaze E,370000,80000,Diesel,Individual,Manual,First Owner,Honda,6
Baleno Zeta,750000,11000,Petrol,Individual,Manual,First Owner,Maruti,4
Alto K10,300000,50000,CNG,Individual,Manual,First Owner,Maruti,7
X1 sDrive20d,700000,120000,Diesel,Individual,Automatic,Second Owner,BMW,11
Wagon R,100000,70000,LPG,Individual,Manual,Third Owner,Maruti,16
Grand i10,300000,90000,Petrol,Individual,Manual,First Owner,Hyundai,8
Indica Vista,130000,185000,Diesel,Individual,Manual,Second Owner,Tata,11
i20 Asta,650000,40000,Diesel,Individual,Manual,First Owner,Hyundai,7
Swift VDI,509999,25000,Diesel,Individual,Manual,First Owner,Maruti,6
Innova 2.5,1000000,117780,Diesel,Individual,Manual,Second Owner,Toyota,10
Verna CRDi,280000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,13
Swift DDiS,600000,120000,Diesel,Individual,Manual,First Owner,Maruti,6
Rapid 1.6,210000,120000,Diesel,Individual,Manual,Third Owner,Skoda,10
Q3 2.0,1150000,110000,Diesel,Individual,Automatic,Second Owner,Audi,9
EON Magna,245000,30000,Petrol,Individual,Manual,First Owner,Hyundai,5
Grand i10,375000,25000,Petrol,Individual,Manual,First Owner,Hyundai,7
Scorpio 1.99,150000,55000,Diesel,Individual,Manual,Second Owner,Mahindra,8
XUV500 W10,1450000,20000,Diesel,Individual,Manual,First Owner,Mahindra,5
Ertiga VDI,500000,100000,Diesel,Individual,Manual,Second Owner,Maruti,9
Alto LXi,75000,40000,Petrol,Individual,Manual,Second Owner,Maruti,16
Sonata AT,225000,80000,Petrol,Individual,Automatic,Third Owner,Hyundai,17
Sonata 2.4L,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner,Hyundai,17
Bolero Power,620000,35000,Diesel,Individual,Manual,First Owner,Mahindra,5
X-Trail SLX,600000,110000,Diesel,Individual,Manual,Second Owner,Nissan,13
Xylo E8,275000,160000,Diesel,Individual,Manual,First Owner,Mahindra,12
Indigo TDI,125000,125000,Diesel,Individual,Manual,First Owner,Tata,10
Indigo GLS,80000,62000,Petrol,Individual,Manual,Second Owner,Tata,12
Micra Diesel,199000,120000,Diesel,Individual,Manual,Second Owner,Nissan,12
Micra XL,440000,33000,Petrol,Individual,Manual,Second Owner,Nissan,7
Swift Dzire,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,10
i20 1.4,700000,35000,Diesel,Individual,Manual,First Owner,Hyundai,6
Grand i10,450000,50000,Diesel,Individual,Manual,First Owner,Hyundai,8
Alto 800,240000,5000,Petrol,Individual,Manual,First Owner,Maruti,4
EcoSport 1.5,650000,81595,Diesel,Dealer,Manual,First Owner,Ford,7
Getz GLS,71000,22000,Petrol,Individual,Manual,First Owner,Hyundai,18
Swift VXI,400000,40000,Petrol,Individual,Manual,First Owner,Maruti,8
Alto LXi,130000,40000,Petrol,Individual,Manual,Second Owner,Maruti,15
Scorpio 2.6,300000,70000,Diesel,Individual,Manual,Second Owner,Mahindra,10
Kicks XL,1100000,4000,Diesel,Individual,Manual,First Owner,Nissan,4
3 Series,2200000,24000,Diesel,Individual,Automatic,First Owner,BMW,8
Amaze VX,800000,13500,Petrol,Dealer,Manual,First Owner,Honda,5
Ritz VDI,490000,40000,Diesel,Individual,Manual,First Owner,Maruti,10
Jazz 1.2,836000,9700,Petrol,Dealer,Manual,First Owner,Honda,5
Polo Petrol,375000,62000,Petrol,Individual,Manual,Second Owner,Volkswagen,11
BR-V i-DTEC,1249000,24000,Diesel,Dealer,Manual,First Owner,Honda,7
WR-V i-DTEC,1240000,13000,Diesel,Dealer,Manual,First Owner,Honda,4
Nano Std,35000,50000,Petrol,Individual,Manual,Third Owner,Tata,14
BR-V i-VTEC,1068000,36000,Petrol,Dealer,Manual,First Owner,Honda,6
BR-V i-DTEC,1189000,40000,Diesel,Dealer,Manual,First Owner,Honda,6
Elite i20,700000,27000,Petrol,Individual,Manual,First Owner,Hyundai,5
Alto K10,350000,40000,Petrol,Individual,Manual,First Owner,Maruti,7
i10 Magna,254999,80000,Petrol,Individual,Manual,Second Owner,Hyundai,14
Scorpio 2.6,229999,221000,Diesel,Individual,Manual,Third Owner,Mahindra,18
i20 Asta,750000,80000,Diesel,Individual,Manual,First Owner,Hyundai,7
Ritz VDi,325000,119000,Diesel,Individual,Manual,Second Owner,Maruti,11
Innova 2.5,760000,190000,Diesel,Individual,Manual,Second Owner,Toyota,14
Celerio ZXI,509999,25000,Petrol,Individual,Automatic,First Owner,Maruti,6
Micra XL,363000,28740,Petrol,Individual,Manual,First Owner,Nissan,10
Alto K10,229999,48500,Petrol,Individual,Manual,First Owner,Maruti,13
Sunny XL,290000,110000,Petrol,Individual,Manual,Second Owner,Nissan,11
Swift VXI,550000,30000,Petrol,Individual,Manual,First Owner,Maruti,5
Indica Vista,125000,120000,Diesel,Individual,Manual,Second Owner,Tata,12
XC60 D5,2000000,130000,Diesel,Individual,Automatic,First Owner,Volvo,9
Innova 2.5,350000,140000,Diesel,Individual,Manual,Second Owner,Toyota,15
Verna 1.6,390000,90000,Diesel,Individual,Manual,First Owner,Hyundai,12
Celerio VXI,220000,45000,Petrol,Individual,Manual,First Owner,Maruti,8
Santro Xing,140000,80000,Petrol,Individual,Manual,Third Owner,Hyundai,18
Wagon R,370000,15000,Petrol,Individual,Automatic,First Owner,Maruti,5
Swift Dzire,650000,20000,Diesel,Individual,Manual,First Owner,Maruti,4
Alto 800,280000,37000,Petrol,Individual,Manual,First Owner,Maruti,6
Swift Dzire,540000,80000,Diesel,Individual,Manual,First Owner,Maruti,7
Classic 2000,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,Ambassador,21
Ciaz Sigma,800000,20000,Petrol,Individual,Manual,First Owner,Maruti,5
Figo 1.5D,515000,25000,Diesel,Individual,Manual,First Owner,Ford,7
i20 1.2,220000,96000,Petrol,Individual,Manual,Third Owner,Hyundai,13
Spark 1.0,165000,53000,Petrol,Dealer,Manual,First Owner,Chevrolet,10
Linea 1.3,221000,65000,Diesel,Dealer,Manual,First Owner,Fiat,13
Beat LT,245000,43000,Petrol,Dealer,Manual,First Owner,Chevrolet,8
Figo 1.2P,260000,42000,Petrol,Dealer,Manual,First Owner,Ford,11
Superb Elegance,550000,73000,Diesel,Dealer,Automatic,First Owner,Skoda,12
Grand i10,434999,29000,Petrol,Dealer,Manual,First Owner,Hyundai,8
Safari Storme,450000,95000,Diesel,Dealer,Manual,First Owner,Tata,10
Sail 1.2,290000,25000,Petrol,Individual,Manual,First Owner,Chevrolet,9
Vento 1.0,305000,53000,Petrol,Dealer,Manual,Second Owner,Volkswagen,12
Classic 1.6,265000,20000,Petrol,Dealer,Manual,First Owner,Ford,12
Brio 1.2,325000,57000,Petrol,Dealer,Manual,First Owner,Honda,9
Cruze LTZ,550000,52000,Diesel,Dealer,Manual,First Owner,Chevrolet,9
Zen Estilo,105000,40000,Petrol,Individual,Manual,First Owner,Maruti,15
Brio 1.2,275000,47000,Petrol,Dealer,Manual,First Owner,Honda,11
City 1.5,434999,47000,Petrol,Dealer,Manual,Second Owner,Honda,11
Verna 1.6,690000,73000,Diesel,Dealer,Manual,First Owner,Hyundai,7
Brio V,249000,42000,Petrol,Dealer,Manual,Second Owner,Honda,11
EON D,204999,60000,Petrol,Dealer,Manual,Third Owner,Hyundai,11
Wagon R,190000,120000,Petrol,Individual,Manual,First Owner,Maruti,8
Alto LXi,150000,50000,Petrol,Individual,Manual,First Owner,Maruti,11
Zen LX,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,24
Bolero Power,900000,25000,Diesel,Individual,Manual,First Owner,Mahindra,5
Ertiga ZXI,950000,11000,Petrol,Individual,Automatic,First Owner,Maruti,4
Swift Dzire,475000,80000,Petrol,Individual,Manual,First Owner,Maruti,10
800 Std,55000,80000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,25
Fiesta Titanium,450000,75000,Diesel,Individual,Manual,Second Owner,Ford,10
5 Series,1200000,45000,Diesel,Individual,Automatic,Third Owner,BMW,14
Bolero SLX,300000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,16
City i,350000,60000,Diesel,Individual,Manual,Second Owner,Honda,9
Indica Vista,229999,160000,Diesel,Individual,Manual,Second Owner,Tata,12
Creta 1.6,821000,50000,Petrol,Individual,Manual,First Owner,Hyundai,8
Alto K10,200000,80000,Petrol,Individual,Manual,Second Owner,Maruti,9
Scorpio 1.99,1000000,60000,Diesel,Individual,Manual,Second Owner,Mahindra,6
Alto 800,220000,60000,Petrol,Individual,Manual,Second Owner,Maruti,7
Figo Aspire,459999,148620,Diesel,Dealer,Manual,First Owner,Ford,8
SX4 ZDI,310000,70000,Diesel,Individual,Manual,Second Owner,Maruti,11
Elite i20,815000,42000,Diesel,Individual,Manual,First Owner,Hyundai,5
Verna 1.6,1200000,40000,Diesel,Individual,Manual,First Owner,Hyundai,6
Optra Magnum,170000,150000,Diesel,Individual,Manual,Second Owner,Chevrolet,12
S-Cross Alpha,1000000,30000,Diesel,Individual,Manual,First Owner,Maruti,6
Santro Xing,155000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,13
TUV 300,400000,120000,Diesel,Individual,Manual,First Owner,Mahindra,6
Quanto C4,400000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,7
Indica Vista,250000,80000,Diesel,Individual,Manual,Second Owner,Tata,13
Indigo GLX,150000,50000,Petrol,Individual,Manual,Third Owner,Tata,15
Santro LP,80000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,21
Vento 1.5,325000,70000,Diesel,Individual,Automatic,First Owner,Volkswagen,9
Elite i20,738000,8000,Petrol,Individual,Automatic,First Owner,Hyundai,4
Alto K10,300000,30000,Petrol,Individual,Manual,First Owner,Maruti,7
Indica Vista,150000,110000,Diesel,Individual,Manual,First Owner,Tata,11
Innova 2.5,440000,223000,Diesel,Individual,Manual,Fourth & Above Owner,Toyota,16
Vento IPL,280000,110000,Diesel,Individual,Manual,First Owner,Volkswagen,12
Santro GS,100000,120000,Petrol,Individual,Manual,Second Owner,Hyundai,17
Swift VXi,150000,100000,Petrol,Individual,Manual,Second Owner,Maruti,15
Swift Dzire,380000,100000,Diesel,Individual,Manual,Second Owner,Maruti,9
Alto LX,90000,60000,Petrol,Individual,Manual,Second Owner,Maruti,17
Scorpio VLS,300000,270000,Diesel,Individual,Manual,Third Owner,Mahindra,15
Fabia 1.2,275000,60000,Diesel,Individual,Manual,Second Owner,Skoda,12
Zen Estilo,180000,41090,Petrol,Individual,Manual,First Owner,Maruti,14
Swift VDI,225000,296823,Diesel,Individual,Manual,First Owner,Maruti,11
Alto 800,200000,40000,Petrol,Individual,Manual,First Owner,Maruti,9
Corolla Altis,500000,40000,Petrol,Individual,Manual,Second Owner,Toyota,12
Fiesta 1.6,300000,70000,Petrol,Individual,Manual,Second Owner,Ford,13
Verna 1.6,765000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,8
Swift Dzire,650000,90000,Diesel,Individual,Manual,First Owner,Maruti,6
Wagon R,380000,19000,Petrol,Individual,Manual,First Owner,Maruti,6
Swift Dzire,480000,110000,Diesel,Individual,Manual,Second Owner,Maruti,9
Jeep MM,200000,60000,Diesel,Individual,Manual,First Owner,Mahindra,27
Zen Estilo,145000,68000,CNG,Individual,Manual,Second Owner,Maruti,13
Ritz VDi,280000,120000,Diesel,Individual,Manual,Second Owner,Maruti,12
Swift Dzire,254999,30000,Diesel,Individual,Manual,First Owner,Maruti,9
Bolt Revotron,300000,90000,Petrol,Individual,Manual,Second Owner,Tata,7
Swift VDI,480000,140000,Diesel,Individual,Manual,Third Owner,Maruti,8
Rapid Monte,850000,44500,Petrol,Individual,Automatic,First Owner,Skoda,6
i20 Asta,350000,52000,Diesel,Individual,Manual,Second Owner,Hyundai,9
i20 Active,650000,26000,Petrol,Individual,Manual,First Owner,Hyundai,7
New Safari,550000,80000,Petrol,Individual,Manual,Second Owner,Tata,16
Celerio VXI,300000,35000,Petrol,Individual,Manual,First Owner,Maruti,8
Swift 1.3,150000,60000,Petrol,Individual,Manual,Second Owner,Maruti,15
Grand i10,300000,120000,Petrol,Individual,Manual,First Owner,Hyundai,9
Santro Xing,80000,58000,Petrol,Individual,Manual,First Owner,Hyundai,19
Manza ELAN,180000,80000,Diesel,Individual,Manual,Third Owner,Tata,12
Fiesta 1.4,110000,100000,Diesel,Individual,Manual,Fourth & Above Owner,Ford,14
Grand i10,425000,12000,Petrol,Individual,Manual,First Owner,Hyundai,8
Amaze VX,700000,35000,Diesel,Individual,Manual,First Owner,Honda,7
Zen Estilo,130000,50000,Petrol,Individual,Manual,Second Owner,Maruti,13
Swift Dzire,650000,67000,Diesel,Individual,Manual,First Owner,Maruti,6
Duster Petrol,400000,100000,Petrol,Individual,Manual,Second Owner,Renault,10
TUV 300,800000,60000,Diesel,Individual,Manual,First Owner,Mahindra,6
